member_id,first_name,last_name,email,market,zip_code,purchase_date,renewal_date,acquisition_channel,total_visits,last_visit_date,plan_tier,plan_price
M00776,Eric,Allen,eric.allen74@gmail.com,Boise,83725,2025-12-07,2026-12-07,TikTok Ads,0,,Couple,60.33
M00777,Christopher,Jenkins,christopher.jenkins18@yahoo.com,Salt Lake City,84110,2026-03-28,2027-03-28,Organic Search,1,2026-04-05,Family,92.2
M00778,Grace,Young,grace.young48@gmail.com,Dallas,75294,2025-05-14,2026-05-14,Word of Mouth,6,2026-02-06,Couple,58.89
M00779,Joyce,Brown,joyce.brown61@outlook.com,Austin,78754,2025-11-14,2026-11-14,Groupon,0,,Couple,45.03
M00780,Anna,Adams,anna.adams62@gmail.com,Idaho Falls,83412,2025-06-26,2026-06-26,Instagram Ads,6,2026-02-14,Family,74.38
M00781,James,Hill,james.hill3@gmail.com,Boise,83780,2026-01-16,2027-01-16,Groupon,0,,Couple,53.43
M00782,Peter,Cook,peter.cook90@outlook.com,Boise,83795,2025-10-27,2026-10-27,Instagram Ads,3,2026-03-28,Family,81.56
M00783,Anthony,Scott,anthony.scott30@gmail.com,Salt Lake City,84169,2025-06-28,2026-06-28,Groupon,4,2026-01-16,Family Plus,91.61
M00784,Rebecca,White,rebecca.white44@outlook.com,Salt Lake City,84142,2025-10-10,2026-10-10,Instagram Ads,5,2026-04-09,Family,84.16
M00785,Kelly,Nelson,kelly.nelson4@outlook.com,Austin,78795,2026-03-12,2027-03-12,Facebook Ads,0,,Individual,22.14
M00786,Ronald,Turner,ronald.turner26@gmail.com,Houston,77094,2025-09-23,2026-09-23,Groupon,0,,Family,60.26
M00787,Brandon,Gonzales,brandon.gonzales20@outlook.com,Salt Lake City,84158,2025-09-01,2026-09-01,Facebook Ads,7,2026-03-13,Couple,54.99
M00788,Kyle,Henderson,kyle.henderson23@outlook.com,Phoenix,85043,2026-03-25,2027-03-25,Word of Mouth,1,2026-03-27,Family Plus,117.74
M00789,Sandra,Allen,sandra.allen7@gmail.com,Tucson,85724,2026-02-17,2027-02-17,Word of Mouth,2,2026-02-24,Couple,58.49
M00790,Christopher,Morris,christopher.morris69@gmail.com,Dallas,75278,2025-11-30,2026-11-30,Facebook Ads,0,,Couple,55.47
M00791,Jason,Scott,jason.scott29@yahoo.com,Salt Lake City,84166,2025-10-22,2026-10-22,Facebook Ads,1,2025-10-23,Family,80.87
M00792,Michael,Miller,michael.miller93@gmail.com,Dallas,75291,2026-02-13,2027-02-13,Word of Mouth,0,,Individual,22.81
M00793,Grace,Myers,grace.myers8@outlook.com,Austin,78729,2025-07-20,2026-07-20,Direct,0,,Couple,59.17
M00794,Scott,Gutierrez,scott.gutierrez21@gmail.com,Provo,84686,2025-07-11,2026-07-11,Organic Search,0,,Family,70.49
M00795,Karen,Hill,karen.hill23@yahoo.com,Boise,83715,2025-08-08,2026-08-08,Groupon,1,2025-08-31,Family,79.29
M00796,Jerry,Ruiz,jerry.ruiz82@gmail.com,Dallas,75276,2026-02-25,2027-02-25,Facebook Ads,0,,Individual,26.55
M00797,Jordan,Collins,jordan.collins42@gmail.com,Salt Lake City,84149,2026-03-14,2027-03-14,Instagram Ads,0,,Family,74.01
M00798,William,Harrison,william.harrison7@gmail.com,Phoenix,85087,2026-03-27,2027-03-27,Affiliate,0,,Family,83.72
M00799,Christian,Mitchell,christian.mitchell17@gmail.com,Phoenix,85016,2025-07-08,2026-07-08,Affiliate,1,2025-07-19,Family Plus,98.1
M00800,Nolan,Rivera,nolan.rivera71@yahoo.com,El Paso,79976,2026-03-03,2027-03-03,Facebook Ads,1,2026-03-14,Family,66.51
M00801,Marcus,Perry,marcus.perry80@outlook.com,Houston,77092,2025-12-18,2026-12-18,Organic Search,0,,Family,75.31
M00802,Dorothy,Patel,dorothy.patel93@outlook.com,Phoenix,85049,2026-03-15,2027-03-15,TikTok Ads,0,,Couple,52.86
M00803,Scott,Jimenez,scott.jimenez21@gmail.com,San Antonio,78247,2025-12-08,2026-12-08,Affiliate,1,2025-12-22,Individual,27.07
M00804,Jennifer,Perez,jennifer.perez61@gmail.com,Dallas,75245,2025-07-07,2026-07-07,Affiliate,0,,Family,97.4
M00805,Jennifer,Edwards,jennifer.edwards94@gmail.com,Phoenix,85099,2025-10-17,2026-10-17,Word of Mouth,4,2026-01-10,Individual,38.65
M00806,Rebecca,Price,rebecca.price25@yahoo.com,Phoenix,85025,2025-10-04,2026-10-04,Groupon,0,,Couple,43.24
M00807,Caleb,Owens,caleb.owens93@yahoo.com,Salt Lake City,84135,2025-07-26,2026-07-26,Facebook Ads,3,2026-03-26,Individual,32.58
M00808,Megan,Wood,megan.wood50@gmail.com,El Paso,79962,2026-03-31,2027-03-31,Instagram Ads,1,2026-04-10,Family,79.98
M00809,Linda,Ramirez,linda.ramirez43@yahoo.com,Salt Lake City,84186,2025-10-16,2026-10-16,Word of Mouth,4,2026-02-10,Individual,32.77
M00810,Karen,Richardson,karen.richardson78@gmail.com,Salt Lake City,84177,2025-12-24,2026-12-24,Organic Search,1,2025-12-25,Family,63.35
M00811,Nathan,Roberts,nathan.roberts22@yahoo.com,Phoenix,85087,2025-10-15,2026-10-15,Word of Mouth,6,2026-02-14,Individual,28.03
M00812,Steven,Barnes,steven.barnes3@outlook.com,Mesa,85217,2025-05-28,2026-05-28,Word of Mouth,10,2026-04-05,Couple,50.72
M00813,Mary,Graham,mary.graham25@gmail.com,Phoenix,85095,2025-09-08,2026-09-08,Affiliate,3,2026-03-31,Family,80.14
M00814,Theresa,Taylor,theresa.taylor38@gmail.com,Phoenix,85012,2026-01-10,2027-01-10,Organic Search,3,2026-04-07,Family,69.21
M00815,Emily,Sanders,emily.sanders75@gmail.com,El Paso,79941,2025-07-22,2026-07-22,Facebook Ads,0,,Family,70.78
M00816,Sara,Roberts,sara.roberts23@yahoo.com,Provo,84638,2025-09-10,2026-09-10,Groupon,0,,Individual,38.38
M00817,Joseph,Sullivan,joseph.sullivan80@outlook.com,Houston,77060,2026-03-20,2027-03-20,Organic Search,0,,Family,75.71
M00818,Brian,Parker,brian.parker40@gmail.com,Fort Worth,76139,2025-05-31,2026-05-31,Word of Mouth,0,,Couple,59.1
M00819,Cameron,Morales,cameron.morales67@gmail.com,Mesa,85212,2025-10-10,2026-10-10,Instagram Ads,0,,Family Plus,118.81
M00820,Amber,Walker,amber.walker19@outlook.com,Dallas,75213,2025-06-06,2026-06-06,Word of Mouth,0,,Family,64.89
M00821,Gloria,Nguyen,gloria.nguyen56@yahoo.com,Austin,78783,2025-12-02,2026-12-02,Groupon,0,,Couple,41.18
M00822,Betty,Nguyen,betty.nguyen99@gmail.com,Houston,77083,2025-12-27,2026-12-27,Groupon,2,2026-02-16,Family Plus,93.33
M00823,Kevin,McDonald,kevin.mcdonald97@gmail.com,Salt Lake City,84175,2026-03-03,2027-03-03,Groupon,0,,Couple,65.56
M00824,Sandra,Jimenez,sandra.jimenez65@gmail.com,Salt Lake City,84134,2026-03-22,2027-03-22,Instagram Ads,1,2026-03-31,Couple,68.08
M00825,Grace,Bailey,grace.bailey11@gmail.com,Austin,78751,2025-05-17,2026-05-17,Facebook Ads,12,2026-03-19,Couple,44.32
M00826,Noah,Reyes,noah.reyes12@outlook.com,Phoenix,85031,2025-08-08,2026-08-08,Facebook Ads,1,2025-08-09,Family Plus,103.45
M00827,Kevin,Clark,kevin.clark11@yahoo.com,Salt Lake City,84164,2026-01-27,2027-01-27,Facebook Ads,2,2026-03-14,Family,85.79
M00828,Carol,Chavez,carol.chavez7@gmail.com,Dallas,75275,2025-11-10,2026-11-10,Facebook Ads,2,2026-02-25,Family,76.25
M00829,Paul,Marshall,paul.marshall95@outlook.com,Salt Lake City,84133,2025-07-27,2026-07-27,Facebook Ads,0,,Family,84.56
M00830,Liam,Campbell,liam.campbell14@yahoo.com,El Paso,79963,2025-07-27,2026-07-27,Facebook Ads,0,,Family,88.38
M00831,Danielle,Vasquez,danielle.vasquez30@outlook.com,Phoenix,85079,2025-06-30,2026-06-30,Facebook Ads,0,,Individual,29.31
M00832,Samantha,Sullivan,samantha.sullivan4@gmail.com,Austin,78767,2025-06-07,2026-06-07,TikTok Ads,4,2026-01-31,Individual,34.71
M00833,Owen,Torres,owen.torres11@yahoo.com,Phoenix,85054,2025-09-29,2026-09-29,Groupon,1,2025-10-07,Individual,38.84
M00834,Danielle,Ortiz,danielle.ortiz52@gmail.com,Tucson,85776,2025-06-16,2026-06-16,Organic Search,1,2025-08-21,Family Plus,91.62
M00835,Carson,Morgan,carson.morgan31@gmail.com,Austin,78746,2026-01-30,2027-01-30,Instagram Ads,1,2026-01-31,Family Plus,123.31
M00836,Beverly,Collins,beverly.collins85@yahoo.com,Tucson,85798,2025-11-03,2026-11-03,Facebook Ads,2,2026-04-06,Family Plus,112.34
M00837,Elizabeth,Vasquez,elizabeth.vasquez12@gmail.com,Salt Lake City,84179,2025-10-29,2026-10-29,Groupon,0,,Couple,44.88
M00838,Maria,Martin,maria.martin79@gmail.com,Boise,83769,2026-01-18,2027-01-18,Word of Mouth,1,2026-01-26,Family,74.38
M00839,Donna,King,donna.king41@gmail.com,Phoenix,85014,2026-04-04,2027-04-04,Instagram Ads,1,2026-04-05,Family,86.26
M00840,Linda,Castillo,linda.castillo97@yahoo.com,Austin,78797,2025-11-17,2026-11-17,Groupon,3,2026-03-13,Individual,32.46
M00841,Melissa,Murphy,melissa.murphy82@outlook.com,Tucson,85744,2025-12-26,2026-12-26,Instagram Ads,0,,Family,67.89
M00842,Elijah,Clark,elijah.clark44@gmail.com,Phoenix,85097,2025-10-14,2026-10-14,Organic Search,0,,Couple,54.99
M00843,Evelyn,Rivera,evelyn.rivera44@gmail.com,El Paso,79931,2025-10-31,2026-10-31,Groupon,0,,Family,93.73
M00844,Dennis,Clark,dennis.clark29@outlook.com,Salt Lake City,84160,2025-07-13,2026-07-13,Groupon,1,2025-07-23,Individual,31.92
M00845,Jesse,Kelly,jesse.kelly34@gmail.com,Phoenix,85090,2025-06-13,2026-06-13,Word of Mouth,13,2026-02-16,Family Plus,121.18
M00846,Justin,Thompson,justin.thompson5@yahoo.com,Dallas,75277,2025-08-05,2026-08-05,TikTok Ads,0,,Individual,30.83
M00847,Jackson,King,jackson.king97@gmail.com,Phoenix,85026,2025-10-08,2026-10-08,Facebook Ads,6,2026-03-12,Family,81.31
M00848,Doris,Bailey,doris.bailey70@outlook.com,Dallas,75256,2025-05-25,2026-05-25,Instagram Ads,1,2025-05-30,Couple,60.38
M00849,Donald,Perez,donald.perez89@gmail.com,Dallas,75227,2026-01-15,2027-01-15,TikTok Ads,1,2026-01-19,Individual,19.79
M00850,Sandra,Wood,sandra.wood41@gmail.com,Salt Lake City,84153,2025-08-30,2026-08-30,Word of Mouth,10,2026-04-07,Family,84.34
